record_id,crop_id,crop_name,region_id,state,year,avg_temp_c,total_rainfall_mm,soil_ph,nitrogen_kg_per_ha,irrigation_type,area_hectares,actual_yield_kg_per_ha
YLD000063,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2017,2115.1,1620.8,6.58,257.1,Sprinkler,4.07,3548.0
YLD000064,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2018,2115.2,1113.9,5.62,135.7,Rainfed,1.79,2760.1
YLD000065,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2019,2112.5,1761.1,6.16,243.6,Drip,4.83,2051.4
YLD000066,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2020,2112.0,1996.0,6.15,305.9,Rainfed,1.34,1049.5
YLD000067,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2021,2114.3,1569.4,6.78,276.9,Drip,3.83,3499.7
YLD000068,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2022,2118.5,732.5,6.76,310.8,Sprinkler,4.65,3698.9
YLD000069,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2023,2116.0,1412.4,7.46,312.6,Flood,4.89,3102.7
YLD000070,CROP001,Rice (Paddy),REG007,Uttar Pradesh,2024,2121.4,2045.9,7.15,235.6,Drip,4.45,1762.6
YLD000071,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2015,2117.1,1491.2,7.6,277.8,Sprinkler,3.05,3879.2
YLD000072,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2016,2126.6,912.5,6.06,290.9,Sprinkler,4.24,2166.7
YLD000073,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2017,2119.5,1183.9,5.84,303.9,Flood,3.67,3896.0
YLD000074,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2018,2111.9,996.5,6.7,242.0,Flood,0.74,2878.6
YLD000075,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2019,2118.9,592.0,7.84,313.0,Flood,1.14,2146.9
YLD000076,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2020,2118.5,1012.1,6.31,223.1,Flood,3.69,3408.9
YLD000077,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2021,2111.3,1009.1,6.61,320.6,Sprinkler,1.16,3032.0
YLD000078,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2022,2116.6,1394.1,7.16,304.6,Drip,1.6,4429.7
YLD000079,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2023,2124.7,828.0,7.25,337.2,Sprinkler,2.62,2489.8
YLD000080,CROP001,Rice (Paddy),REG008,Uttar Pradesh,2024,2118.9,1289.2,5.86,251.0,Drip,0.55,4273.1
YLD000081,CROP001,Rice (Paddy),REG009,Bihar,2015,2118.4,1009.4,7.08,322.5,Sprinkler,0.97,3327.4
YLD000082,CROP001,Rice (Paddy),REG009,Bihar,2016,2115.2,1001.5,6.93,284.4,Rainfed,4.94,2041.2
YLD000083,CROP001,Rice (Paddy),REG009,Bihar,2017,2113.2,1085.1,6.43,337.4,Flood,2.9,3978.9
YLD000084,CROP001,Rice (Paddy),REG009,Bihar,2018,2122.1,717.6,6.92,260.1,Sprinkler,4.89,2255.0
YLD000085,CROP001,Rice (Paddy),REG009,Bihar,2019,2113.7,1667.2,6.87,231.4,Drip,2.97,3180.0
YLD000086,CROP001,Rice (Paddy),REG009,Bihar,2020,2119.7,1341.7,7.19,295.5,Sprinkler,2.76,3899.5
YLD000087,CROP001,Rice (Paddy),REG009,Bihar,2021,2116.8,1120.8,6.81,211.6,Rainfed,4.35,3698.0
YLD000088,CROP001,Rice (Paddy),REG009,Bihar,2022,2114.5,1670.1,6.2,292.3,Sprinkler,4.76,2905.1
YLD000089,CROP001,Rice (Paddy),REG009,Bihar,2023,2113.2,659.2,6.81,222.5,Drip,0.59,2569.7
YLD000090,CROP001,Rice (Paddy),REG009,Bihar,2024,2116.8,1411.9,5.69,269.2,Flood,3.19,3312.0
YLD000091,CROP001,Rice (Paddy),REG010,Bihar,2015,2112.4,1100.2,7.3,262.7,Rainfed,1.58,2029.8
YLD000092,CROP001,Rice (Paddy),REG010,Bihar,2016,2127.3,1155.6,6.1,212.0,Rainfed,1.25,1418.3
YLD000093,CROP001,Rice (Paddy),REG010,Bihar,2017,2115.9,1299.3,6.37,328.5,Sprinkler,1.43,4547.9
YLD000094,CROP001,Rice (Paddy),REG010,Bihar,2018,2116.8,1130.7,6.65,279.9,Sprinkler,3.04,4441.4
YLD000095,CROP001,Rice (Paddy),REG010,Bihar,2019,2123.4,673.5,7.16,366.3,Sprinkler,4.56,1756.5
YLD000096,CROP001,Rice (Paddy),REG010,Bihar,2020,2117.3,1353.5,6.62,219.8,Drip,4.53,4655.2
YLD000097,CROP001,Rice (Paddy),REG010,Bihar,2021,2111.1,1788.2,6.6,247.0,Rainfed,3.07,1169.4
YLD000098,CROP001,Rice (Paddy),REG010,Bihar,2022,2121.6,993.9,6.75,215.3,Rainfed,3.83,1761.0
YLD000099,CROP001,Rice (Paddy),REG010,Bihar,2023,2112.5,308.5,5.92,280.7,Rainfed,3.84,712.9
YLD000100,CROP001,Rice (Paddy),REG010,Bihar,2024,2116.8,1193.0,5.96,262.6,Drip,1.51,4074.3
YLD000101,CROP001,Rice (Paddy),REG011,West Bengal,2015,2114.5,1025.5,5.69,327.7,Flood,0.7,2935.0
YLD000102,CROP001,Rice (Paddy),REG011,West Bengal,2016,2115.1,1500.9,6.2,236.4,Drip,2.81,4060.3
YLD000103,CROP001,Rice (Paddy),REG011,West Bengal,2017,2117.5,1021.8,5.46,230.1,Flood,4.7,4236.9
YLD000104,CROP001,Rice (Paddy),REG011,West Bengal,2018,2117.4,943.8,6.01,178.3,Flood,4.86,3860.9
YLD000105,CROP001,Rice (Paddy),REG011,West Bengal,2019,2118.3,1245.9,6.82,239.1,Drip,4.48,4669.2
YLD000106,CROP001,Rice (Paddy),REG011,West Bengal,2020,2120.5,1754.5,6.71,250.5,Rainfed,1.69,1553.1
YLD000107,CROP001,Rice (Paddy),REG011,West Bengal,2021,2114.3,1255.0,7.18,241.9,Sprinkler,2.43,4356.3
YLD000108,CROP001,Rice (Paddy),REG011,West Bengal,2022,2121.0,1119.6,7.13,224.5,Sprinkler,2.62,3421.2
YLD000109,CROP001,Rice (Paddy),REG011,West Bengal,2023,2111.8,1077.7,5.85,260.5,Rainfed,3.67,1754.8
YLD000110,CROP001,Rice (Paddy),REG011,West Bengal,2024,2113.1,1751.2,6.85,278.1,Drip,3.25,2370.0
YLD000111,CROP001,Rice (Paddy),REG012,West Bengal,2015,2117.6,951.2,7.81,245.6,Flood,4.49,3343.7
YLD000112,CROP001,Rice (Paddy),REG012,West Bengal,2016,2122.3,910.1,5.55,242.5,Sprinkler,3.52,2590.6
YLD000113,CROP001,Rice (Paddy),REG012,West Bengal,2017,2123.3,896.5,6.74,253.7,Sprinkler,2.18,2405.6
YLD000114,CROP001,Rice (Paddy),REG012,West Bengal,2018,2114.4,744.3,6.58,328.1,Rainfed,0.57,1955.8
YLD000115,CROP001,Rice (Paddy),REG012,West Bengal,2019,2120.0,724.5,5.99,206.6,Drip,4.44,4090.1
YLD000116,CROP001,Rice (Paddy),REG012,West Bengal,2020,2122.0,1020.9,6.45,324.3,Flood,4.41,3232.3
YLD000117,CROP001,Rice (Paddy),REG012,West Bengal,2021,2114.9,389.7,6.63,241.1,Sprinkler,4.86,2022.5
YLD000118,CROP001,Rice (Paddy),REG012,West Bengal,2022,2110.4,1351.4,7.66,236.8,Rainfed,2.54,1067.8
YLD000119,CROP001,Rice (Paddy),REG012,West Bengal,2023,2118.4,1389.4,6.23,318.9,Drip,0.58,3916.4
YLD000120,CROP001,Rice (Paddy),REG012,West Bengal,2024,2114.8,1427.3,6.32,211.3,Sprinkler,4.94,3338.6
YLD000121,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2015,2118.7,714.8,7.36,269.0,Flood,0.57,2769.3
YLD000122,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2016,2122.4,1447.4,7.77,318.5,Sprinkler,4.65,3080.8
YLD000123,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2017,2123.5,1142.3,6.78,408.3,Flood,0.82,2957.9
YLD000124,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2018,2119.5,1027.8,6.94,233.7,Rainfed,1.9,2349.2
YLD000125,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2019,2117.1,1438.8,7.64,373.5,Rainfed,4.06,2946.7
YLD000126,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2020,2121.6,1214.8,6.95,226.6,Rainfed,2.49,2970.6
YLD000127,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2021,2112.7,1415.9,7.21,335.5,Flood,1.76,3050.0
YLD000128,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2022,2123.4,1425.6,7.66,249.4,Sprinkler,1.49,3103.0
YLD000129,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2023,2118.5,1112.9,6.8,292.8,Flood,3.25,3947.1
YLD000130,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2024,2117.4,1060.5,7.67,343.5,Sprinkler,3.46,4288.2
YLD000131,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2015,2117.7,1339.6,6.38,253.3,Drip,4.13,4059.4
YLD000132,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2016,2121.8,1435.3,7.24,328.1,Rainfed,4.1,2515.1
YLD000133,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2017,2121.3,1109.3,6.62,337.5,Sprinkler,2.02,4165.6
YLD000134,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2018,2115.1,1129.0,6.01,243.2,Drip,2.78,4131.1
YLD000135,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2019,2120.9,1255.3,7.05,310.0,Flood,0.63,4047.3
YLD000136,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2020,2116.1,1006.3,6.39,330.4,Flood,1.19,3829.4
YLD000137,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2021,2117.8,1613.5,6.79,360.8,Sprinkler,3.99,3757.8
YLD000138,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2022,2116.3,1202.3,5.5,302.3,Rainfed,2.89,3210.5
YLD000139,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2023,2121.5,1370.1,6.55,224.1,Flood,3.76,3254.7
YLD000140,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2024,2114.5,1688.0,6.46,325.0,Rainfed,2.96,2177.6
YLD000141,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2015,2116.4,818.4,6.41,309.6,Sprinkler,2.61,3645.3
YLD000142,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2016,2116.8,1666.7,6.73,260.8,Sprinkler,3.11,3333.5
YLD000143,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2017,2112.9,1506.1,6.64,305.9,Sprinkler,4.07,3006.5
YLD000144,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2018,2124.4,1633.9,5.55,255.3,Drip,2.81,2422.5
YLD000145,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2019,2117.4,1532.7,6.77,185.8,Rainfed,4.32,3642.9
YLD000146,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2020,2121.0,1327.8,6.44,376.1,Drip,0.59,3681.3
YLD000147,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2021,2113.4,1066.0,6.72,288.6,Sprinkler,1.37,3081.0
YLD000148,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2022,2118.4,994.0,5.71,109.4,Drip,4.12,3798.9
YLD000149,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2023,2114.5,1748.4,7.37,287.0,Rainfed,3.07,1637.3
YLD000150,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2024,2119.6,1223.6,6.05,292.0,Sprinkler,0.94,4508.2
YLD000151,CROP001,Rice (Paddy),REG016,Maharashtra,2015,2119.2,1144.8,6.89,357.7,Drip,4.3,4641.0
YLD000152,CROP001,Rice (Paddy),REG016,Maharashtra,2016,2117.6,581.7,7.47,281.6,Drip,1.35,3271.4
YLD000153,CROP001,Rice (Paddy),REG016,Maharashtra,2017,2104.0,922.5,6.29,230.9,Flood,1.86,1315.3
YLD000154,CROP001,Rice (Paddy),REG016,Maharashtra,2018,2115.6,1066.1,7.41,276.4,Sprinkler,1.56,4655.6
YLD000155,CROP001,Rice (Paddy),REG016,Maharashtra,2019,2117.7,1554.8,6.68,339.7,Flood,4.33,3736.4
YLD000156,CROP001,Rice (Paddy),REG016,Maharashtra,2020,2115.7,831.3,6.42,251.4,Flood,4.3,3396.0
YLD000157,CROP001,Rice (Paddy),REG016,Maharashtra,2021,2115.7,1528.4,7.03,265.2,Rainfed,2.34,2503.7
YLD000158,CROP001,Rice (Paddy),REG016,Maharashtra,2022,2119.1,1151.2,6.2,382.3,Rainfed,3.32,3212.1
YLD000159,CROP001,Rice (Paddy),REG016,Maharashtra,2023,2119.4,969.5,7.17,289.7,Sprinkler,1.61,3376.7
YLD000160,CROP001,Rice (Paddy),REG016,Maharashtra,2024,2116.0,1664.5,7.06,341.4,Sprinkler,3.54,3184.6
YLD000161,CROP001,Rice (Paddy),REG017,Maharashtra,2015,2115.6,1411.9,7.7,264.8,Sprinkler,4.13,3496.9
YLD000162,CROP001,Rice (Paddy),REG017,Maharashtra,2016,2114.9,756.5,7.6,298.6,Sprinkler,3.62,2806.0
YLD000163,CROP001,Rice (Paddy),REG017,Maharashtra,2017,2112.8,599.0,6.35,284.1,Rainfed,4.83,2028.7
YLD000164,CROP001,Rice (Paddy),REG017,Maharashtra,2018,2119.1,1334.2,6.05,330.4,Sprinkler,0.56,4351.8
YLD000165,CROP001,Rice (Paddy),REG017,Maharashtra,2019,2116.1,1068.8,6.88,286.7,Drip,0.81,3993.4
YLD000166,CROP001,Rice (Paddy),REG017,Maharashtra,2020,2118.2,1880.2,6.72,268.4,Drip,1.89,3618.5
YLD000167,CROP001,Rice (Paddy),REG017,Maharashtra,2021,2112.4,1540.9,5.97,257.7,Drip,4.86,3540.5
YLD000168,CROP001,Rice (Paddy),REG017,Maharashtra,2022,2118.2,922.7,6.4,254.3,Rainfed,2.06,2755.2
YLD000169,CROP001,Rice (Paddy),REG017,Maharashtra,2023,2115.5,1155.6,6.72,377.6,Rainfed,2.41,2822.6
YLD000170,CROP001,Rice (Paddy),REG017,Maharashtra,2024,2115.6,1374.3,6.38,244.5,Drip,4.36,3951.4
YLD000171,CROP001,Rice (Paddy),REG018,Maharashtra,2015,2114.6,1561.3,6.7,177.1,Rainfed,1.49,2486.4
YLD000172,CROP001,Rice (Paddy),REG018,Maharashtra,2016,2121.0,1294.6,6.35,131.4,Sprinkler,1.07,3620.1
YLD000173,CROP001,Rice (Paddy),REG018,Maharashtra,2017,2117.8,1297.5,6.2,246.3,Sprinkler,4.66,4628.4
YLD000174,CROP001,Rice (Paddy),REG018,Maharashtra,2018,2124.9,1295.6,6.9,387.0,Flood,1.37,2239.2
YLD000175,CROP001,Rice (Paddy),REG018,Maharashtra,2019,2115.5,1105.6,7.02,253.3,Flood,4.99,3995.3
YLD000176,CROP001,Rice (Paddy),REG018,Maharashtra,2020,2119.8,831.6,6.38,265.5,Drip,2.4,3756.5
YLD000177,CROP001,Rice (Paddy),REG018,Maharashtra,2021,2115.2,1264.4,7.47,285.7,Sprinkler,1.56,3574.6
YLD000178,CROP001,Rice (Paddy),REG018,Maharashtra,2022,2122.0,1924.4,6.95,284.0,Rainfed,3.45,1755.4
YLD000179,CROP001,Rice (Paddy),REG018,Maharashtra,2023,2119.7,1167.7,6.33,290.6,Sprinkler,4.4,3943.8
YLD000180,CROP001,Rice (Paddy),REG018,Maharashtra,2024,2114.7,1714.1,7.16,163.9,Flood,2.37,3173.0
YLD000181,CROP001,Rice (Paddy),REG019,Gujarat,2015,2113.7,486.1,7.18,260.8,Flood,2.06,1280.6
YLD000182,CROP001,Rice (Paddy),REG019,Gujarat,2016,2115.6,408.4,6.01,339.7,Rainfed,3.55,1890.2
YLD000183,CROP001,Rice (Paddy),REG019,Gujarat,2017,2118.3,1847.3,6.11,298.9,Drip,3.29,3384.9
YLD000184,CROP001,Rice (Paddy),REG019,Gujarat,2018,2117.7,1360.2,7.65,249.8,Drip,3.99,4383.3
YLD000185,CROP001,Rice (Paddy),REG019,Gujarat,2019,2113.1,1062.0,7.55,266.0,Flood,3.55,3030.8
YLD000186,CROP001,Rice (Paddy),REG019,Gujarat,2020,2107.2,1144.4,6.95,370.8,Flood,2.23,2089.1
YLD000187,CROP001,Rice (Paddy),REG019,Gujarat,2021,2114.6,1201.3,7.43,322.4,Flood,1.16,3734.3
YLD000188,CROP001,Rice (Paddy),REG019,Gujarat,2022,2116.3,1653.8,5.87,326.2,Sprinkler,4.27,3189.4
YLD000189,CROP001,Rice (Paddy),REG019,Gujarat,2023,2117.8,648.9,7.05,365.2,Drip,2.7,3467.4
YLD000190,CROP001,Rice (Paddy),REG019,Gujarat,2024,2118.5,1038.2,6.5,210.6,Flood,2.55,3048.4
YLD000191,CROP001,Rice (Paddy),REG020,Gujarat,2015,2114.2,1250.9,7.13,396.5,Sprinkler,0.99,3993.8
YLD000192,CROP001,Rice (Paddy),REG020,Gujarat,2016,2116.6,1190.5,7.41,337.7,Flood,3.29,4591.0
YLD000193,CROP001,Rice (Paddy),REG020,Gujarat,2017,2117.2,1446.4,6.8,278.4,Drip,3.82,4504.7
YLD000194,CROP001,Rice (Paddy),REG020,Gujarat,2018,2116.0,1365.4,7.04,413.2,Flood,4.07,3788.6
YLD000195,CROP001,Rice (Paddy),REG020,Gujarat,2019,2119.9,912.4,7.14,328.0,Rainfed,2.87,2899.3
YLD000196,CROP001,Rice (Paddy),REG020,Gujarat,2020,2121.3,1450.7,6.02,298.2,Drip,3.69,3069.6
YLD000197,CROP001,Rice (Paddy),REG020,Gujarat,2021,2113.6,1490.2,6.33,250.3,Drip,1.79,3594.0
YLD000198,CROP001,Rice (Paddy),REG020,Gujarat,2022,2116.3,1417.2,6.54,343.0,Drip,4.76,4509.0
YLD000199,CROP001,Rice (Paddy),REG020,Gujarat,2023,2120.3,1265.5,6.99,342.6,Rainfed,0.59,2658.8
YLD000200,CROP001,Rice (Paddy),REG020,Gujarat,2024,2116.8,2019.6,6.57,391.0,Drip,0.98,3425.9
YLD000201,CROP001,Rice (Paddy),REG021,Rajasthan,2015,2118.1,748.1,7.24,271.1,Rainfed,1.72,2546.0
YLD000202,CROP001,Rice (Paddy),REG021,Rajasthan,2016,2124.9,1491.0,7.24,250.8,Rainfed,1.41,1575.5
YLD000203,CROP001,Rice (Paddy),REG021,Rajasthan,2017,2112.6,932.1,5.84,277.1,Rainfed,3.71,1271.2
YLD000204,CROP001,Rice (Paddy),REG021,Rajasthan,2018,2121.3,1146.0,6.0,322.9,Rainfed,4.83,3074.9
YLD000205,CROP001,Rice (Paddy),REG021,Rajasthan,2019,2113.2,1122.3,7.47,321.8,Drip,4.92,3604.1
YLD000206,CROP001,Rice (Paddy),REG021,Rajasthan,2020,2120.4,1627.2,7.18,283.8,Sprinkler,1.13,3132.6
YLD000207,CROP001,Rice (Paddy),REG021,Rajasthan,2021,2116.7,1329.1,7.31,416.3,Drip,1.69,4840.7
YLD000208,CROP001,Rice (Paddy),REG021,Rajasthan,2022,2121.1,978.1,6.96,298.6,Drip,1.51,3833.7
YLD000209,CROP001,Rice (Paddy),REG021,Rajasthan,2023,2118.8,1301.9,5.64,263.5,Rainfed,3.4,3058.9
