record_id,crop_id,crop_name,state,year,month,price_lag1_inr,price_lag2_inr,price_lag3_inr,rainfall_anomaly_mm,trade_demand_index,target_price_next_period_inr
PF000222,CROP001,Rice (Paddy),Haryana,2023,6,1841.0,1867.2,1878.7,8.7,54.8,1748.0
PF000223,CROP001,Rice (Paddy),Haryana,2023,7,1748.0,1841.0,1867.2,7.3,57.4,1619.6
PF000224,CROP001,Rice (Paddy),Haryana,2023,8,1619.6,1748.0,1841.0,4.8,52.8,1617.4
PF000225,CROP001,Rice (Paddy),Haryana,2023,9,1617.4,1619.6,1748.0,-12.0,43.0,1522.3
PF000226,CROP001,Rice (Paddy),Haryana,2023,10,1522.3,1617.4,1619.6,5.9,43.6,1644.6
PF000227,CROP001,Rice (Paddy),Haryana,2023,11,1644.6,1522.3,1617.4,13.3,65.3,1598.8
PF000228,CROP001,Rice (Paddy),Haryana,2023,12,1598.8,1644.6,1522.3,21.3,62.7,1742.1
PF000261,CROP001,Rice (Paddy),Haryana,2021,4,2227.6,2186.4,2077.1,-36.2,44.7,2248.3
PF000262,CROP001,Rice (Paddy),Haryana,2021,5,2248.3,2227.6,2186.4,-18.2,40.6,2192.7
PF000263,CROP001,Rice (Paddy),Haryana,2021,6,2192.7,2248.3,2227.6,8.0,50.0,1914.1
PF000264,CROP001,Rice (Paddy),Haryana,2021,7,1914.1,2192.7,2248.3,3.6,31.6,1912.5
PF000265,CROP001,Rice (Paddy),Haryana,2021,8,1912.5,1914.1,2192.7,-3.7,63.2,1763.0
PF000266,CROP001,Rice (Paddy),Haryana,2021,9,1763.0,1912.5,1914.1,14.6,77.5,1841.5
PF000267,CROP001,Rice (Paddy),Haryana,2021,10,1841.5,1763.0,1912.5,2.9,91.5,1856.7
PF000268,CROP001,Rice (Paddy),Haryana,2021,11,1856.7,1841.5,1763.0,4.9,49.3,1979.1
PF000269,CROP001,Rice (Paddy),Haryana,2021,12,1979.1,1856.7,1841.5,-9.0,34.4,2044.8
PF000270,CROP001,Rice (Paddy),Haryana,2022,1,2044.8,1979.1,1856.7,-24.9,41.2,2040.9
PF000271,CROP001,Rice (Paddy),Haryana,2022,2,2040.9,2044.8,1979.1,14.3,62.8,2270.0
PF000272,CROP001,Rice (Paddy),Haryana,2022,3,2270.0,2040.9,2044.8,18.4,52.7,2247.2
PF000273,CROP001,Rice (Paddy),Haryana,2022,4,2247.2,2270.0,2040.9,37.1,41.9,2169.8
PF000274,CROP001,Rice (Paddy),Haryana,2022,5,2169.8,2247.2,2270.0,1.3,45.0,2107.3
PF000275,CROP001,Rice (Paddy),Haryana,2022,6,2107.3,2169.8,2247.2,-14.2,62.9,2042.1
PF000276,CROP001,Rice (Paddy),Haryana,2022,7,2042.1,2107.3,2169.8,-21.3,42.9,1936.8
PF000277,CROP001,Rice (Paddy),Haryana,2022,8,1936.8,2042.1,2107.3,0.9,56.8,1800.6
PF000278,CROP001,Rice (Paddy),Haryana,2022,9,1800.6,1936.8,2042.1,-13.5,45.0,1835.3
PF000279,CROP001,Rice (Paddy),Haryana,2022,10,1835.3,1800.6,1936.8,10.3,49.8,1811.4
PF000280,CROP001,Rice (Paddy),Haryana,2022,11,1811.4,1835.3,1800.6,0.8,36.4,1898.0
PF000281,CROP001,Rice (Paddy),Haryana,2022,12,1898.0,1811.4,1835.3,-5.5,55.2,2018.7
PF000282,CROP001,Rice (Paddy),Haryana,2023,1,2018.7,1898.0,1811.4,32.0,37.7,2039.0
PF000283,CROP001,Rice (Paddy),Haryana,2023,2,2039.0,2018.7,1898.0,-26.9,41.6,2299.0
PF000284,CROP001,Rice (Paddy),Haryana,2023,3,2299.0,2039.0,2018.7,7.9,48.3,2058.0
PF000285,CROP001,Rice (Paddy),Haryana,2023,4,2058.0,2299.0,2039.0,40.4,43.3,2283.9
PF000286,CROP001,Rice (Paddy),Haryana,2023,5,2283.9,2058.0,2299.0,-28.3,53.6,2180.9
PF000287,CROP001,Rice (Paddy),Haryana,2023,6,2180.9,2283.9,2058.0,-5.6,43.7,1897.2
PF000288,CROP001,Rice (Paddy),Haryana,2023,7,1897.2,2180.9,2283.9,-22.7,34.9,1810.0
PF000289,CROP001,Rice (Paddy),Haryana,2023,8,1810.0,1897.2,2180.9,17.9,41.5,1882.8
PF000290,CROP001,Rice (Paddy),Haryana,2023,9,1882.8,1810.0,1897.2,16.3,40.9,1623.7
PF000291,CROP001,Rice (Paddy),Haryana,2023,10,1623.7,1882.8,1810.0,-4.6,42.2,1860.7
PF000292,CROP001,Rice (Paddy),Haryana,2023,11,1860.7,1623.7,1882.8,-1.2,37.0,1967.1
PF000293,CROP001,Rice (Paddy),Haryana,2023,12,1967.1,1860.7,1623.7,17.9,44.7,1962.7
PF000326,CROP001,Rice (Paddy),Uttar Pradesh,2021,4,2187.0,1991.9,1846.3,17.3,47.5,1905.0
PF000327,CROP001,Rice (Paddy),Uttar Pradesh,2021,5,1905.0,2187.0,1991.9,8.1,48.1,1945.6
PF000328,CROP001,Rice (Paddy),Uttar Pradesh,2021,6,1945.6,1905.0,2187.0,-0.4,52.3,1885.1
PF000329,CROP001,Rice (Paddy),Uttar Pradesh,2021,7,1885.1,1945.6,1905.0,22.9,54.5,1761.2
PF000330,CROP001,Rice (Paddy),Uttar Pradesh,2021,8,1761.2,1885.1,1945.6,5.4,59.4,1737.1
PF000331,CROP001,Rice (Paddy),Uttar Pradesh,2021,9,1737.1,1761.2,1885.1,-50.1,52.3,1657.6
PF000332,CROP001,Rice (Paddy),Uttar Pradesh,2021,10,1657.6,1737.1,1761.2,25.6,38.1,1717.3
PF000333,CROP001,Rice (Paddy),Uttar Pradesh,2021,11,1717.3,1657.6,1737.1,-5.3,31.7,1586.3
PF000334,CROP001,Rice (Paddy),Uttar Pradesh,2021,12,1586.3,1717.3,1657.6,-8.3,48.1,1926.1
PF000335,CROP001,Rice (Paddy),Uttar Pradesh,2022,1,1926.1,1586.3,1717.3,5.2,43.3,1909.6
PF000336,CROP001,Rice (Paddy),Uttar Pradesh,2022,2,1909.6,1926.1,1586.3,22.2,42.7,2105.8
PF000337,CROP001,Rice (Paddy),Uttar Pradesh,2022,3,2105.8,1909.6,1926.1,0.6,84.1,2062.7
PF000338,CROP001,Rice (Paddy),Uttar Pradesh,2022,4,2062.7,2105.8,1909.6,11.9,39.9,2032.0
PF000339,CROP001,Rice (Paddy),Uttar Pradesh,2022,5,2032.0,2062.7,2105.8,-5.6,48.5,1767.7
PF000340,CROP001,Rice (Paddy),Uttar Pradesh,2022,6,1767.7,2032.0,2062.7,-28.5,44.7,1911.6
PF000341,CROP001,Rice (Paddy),Uttar Pradesh,2022,7,1911.6,1767.7,2032.0,-22.0,69.1,1892.7
PF000342,CROP001,Rice (Paddy),Uttar Pradesh,2022,8,1892.7,1911.6,1767.7,8.9,48.9,1689.7
PF000343,CROP001,Rice (Paddy),Uttar Pradesh,2022,9,1689.7,1892.7,1911.6,-9.2,52.1,1672.2
PF000344,CROP001,Rice (Paddy),Uttar Pradesh,2022,10,1672.2,1689.7,1892.7,-4.5,39.0,1737.3
PF000345,CROP001,Rice (Paddy),Uttar Pradesh,2022,11,1737.3,1672.2,1689.7,8.9,66.1,1777.1
PF000346,CROP001,Rice (Paddy),Uttar Pradesh,2022,12,1777.1,1737.3,1672.2,14.0,40.6,1657.3
PF000347,CROP001,Rice (Paddy),Uttar Pradesh,2023,1,1657.3,1777.1,1737.3,5.5,63.9,1992.5
PF000348,CROP001,Rice (Paddy),Uttar Pradesh,2023,2,1992.5,1657.3,1777.1,4.6,44.5,2100.4
PF000349,CROP001,Rice (Paddy),Uttar Pradesh,2023,3,2100.4,1992.5,1657.3,-18.5,35.5,2146.6
PF000350,CROP001,Rice (Paddy),Uttar Pradesh,2023,4,2146.6,2100.4,1992.5,10.3,48.6,2131.4
PF000351,CROP001,Rice (Paddy),Uttar Pradesh,2023,5,2131.4,2146.6,2100.4,15.6,67.2,2031.7
PF000352,CROP001,Rice (Paddy),Uttar Pradesh,2023,6,2031.7,2131.4,2146.6,11.5,55.0,1966.8
PF000353,CROP001,Rice (Paddy),Uttar Pradesh,2023,7,1966.8,2031.7,2131.4,-3.2,51.0,1812.7
PF000354,CROP001,Rice (Paddy),Uttar Pradesh,2023,8,1812.7,1966.8,2031.7,-40.8,52.0,1636.0
PF000355,CROP001,Rice (Paddy),Uttar Pradesh,2023,9,1636.0,1812.7,1966.8,-6.7,42.0,1626.5
PF000356,CROP001,Rice (Paddy),Uttar Pradesh,2023,10,1626.5,1636.0,1812.7,-5.8,48.3,1666.9
PF000357,CROP001,Rice (Paddy),Uttar Pradesh,2023,11,1666.9,1626.5,1636.0,-6.9,31.6,1816.7
PF000358,CROP001,Rice (Paddy),Uttar Pradesh,2023,12,1816.7,1666.9,1626.5,-3.6,42.0,1969.8
PF000391,CROP001,Rice (Paddy),Uttar Pradesh,2021,4,2325.4,2374.4,2160.0,-1.6,65.3,2274.5
PF000392,CROP001,Rice (Paddy),Uttar Pradesh,2021,5,2274.5,2325.4,2374.4,-0.7,39.2,2300.1
PF000393,CROP001,Rice (Paddy),Uttar Pradesh,2021,6,2300.1,2274.5,2325.4,-36.6,43.3,2185.5
PF000394,CROP001,Rice (Paddy),Uttar Pradesh,2021,7,2185.5,2300.1,2274.5,-1.4,50.3,1957.8
PF000395,CROP001,Rice (Paddy),Uttar Pradesh,2021,8,1957.8,2185.5,2300.1,43.3,48.2,1926.2
PF000396,CROP001,Rice (Paddy),Uttar Pradesh,2021,9,1926.2,1957.8,2185.5,1.6,25.7,2070.3
PF000397,CROP001,Rice (Paddy),Uttar Pradesh,2021,10,2070.3,1926.2,1957.8,-18.0,47.6,1870.2
PF000398,CROP001,Rice (Paddy),Uttar Pradesh,2021,11,1870.2,2070.3,1926.2,-4.5,34.8,2068.7
PF000399,CROP001,Rice (Paddy),Uttar Pradesh,2021,12,2068.7,1870.2,2070.3,31.9,51.8,2281.0
PF000400,CROP001,Rice (Paddy),Uttar Pradesh,2022,1,2281.0,2068.7,1870.2,12.1,46.6,2216.7
PF000401,CROP001,Rice (Paddy),Uttar Pradesh,2022,2,2216.7,2281.0,2068.7,11.3,65.5,2287.8
PF000402,CROP001,Rice (Paddy),Uttar Pradesh,2022,3,2287.8,2216.7,2281.0,4.2,57.6,2411.7
PF000403,CROP001,Rice (Paddy),Uttar Pradesh,2022,4,2411.7,2287.8,2216.7,-13.6,59.2,2218.1
PF000404,CROP001,Rice (Paddy),Uttar Pradesh,2022,5,2218.1,2411.7,2287.8,-8.7,34.4,2223.5
PF000405,CROP001,Rice (Paddy),Uttar Pradesh,2022,6,2223.5,2218.1,2411.7,15.8,66.6,2259.5
PF000406,CROP001,Rice (Paddy),Uttar Pradesh,2022,7,2259.5,2223.5,2218.1,11.0,33.6,2101.1
PF000407,CROP001,Rice (Paddy),Uttar Pradesh,2022,8,2101.1,2259.5,2223.5,-1.4,27.2,1898.3
PF000408,CROP001,Rice (Paddy),Uttar Pradesh,2022,9,1898.3,2101.1,2259.5,10.5,61.2,1959.8
PF000409,CROP001,Rice (Paddy),Uttar Pradesh,2022,10,1959.8,1898.3,2101.1,0.8,62.2,1844.8
PF000410,CROP001,Rice (Paddy),Uttar Pradesh,2022,11,1844.8,1959.8,1898.3,-24.3,41.0,2169.9
PF000411,CROP001,Rice (Paddy),Uttar Pradesh,2022,12,2169.9,1844.8,1959.8,-23.7,62.8,2103.0
PF000412,CROP001,Rice (Paddy),Uttar Pradesh,2023,1,2103.0,2169.9,1844.8,-27.0,37.4,2266.7
PF000413,CROP001,Rice (Paddy),Uttar Pradesh,2023,2,2266.7,2103.0,2169.9,-0.5,26.9,2489.2
PF000414,CROP001,Rice (Paddy),Uttar Pradesh,2023,3,2489.2,2266.7,2103.0,5.2,53.5,2395.4
PF000415,CROP001,Rice (Paddy),Uttar Pradesh,2023,4,2395.4,2489.2,2266.7,7.9,73.7,2435.1
PF000416,CROP001,Rice (Paddy),Uttar Pradesh,2023,5,2435.1,2395.4,2489.2,-12.1,67.9,2247.6
PF000417,CROP001,Rice (Paddy),Uttar Pradesh,2023,6,2247.6,2435.1,2395.4,-10.7,42.6,2270.5
PF000418,CROP001,Rice (Paddy),Uttar Pradesh,2023,7,2270.5,2247.6,2435.1,-1.0,56.0,1931.9
PF000419,CROP001,Rice (Paddy),Uttar Pradesh,2023,8,1931.9,2270.5,2247.6,-20.8,32.5,1926.6
PF000420,CROP001,Rice (Paddy),Uttar Pradesh,2023,9,1926.6,1931.9,2270.5,-1.4,53.6,1954.9
PF000421,CROP001,Rice (Paddy),Uttar Pradesh,2023,10,1954.9,1926.6,1931.9,24.9,59.8,1843.5
PF000422,CROP001,Rice (Paddy),Uttar Pradesh,2023,11,1843.5,1954.9,1926.6,5.4,48.3,2068.2
PF000423,CROP001,Rice (Paddy),Uttar Pradesh,2023,12,2068.2,1843.5,1954.9,-17.4,64.1,2244.2
PF000456,CROP001,Rice (Paddy),Uttar Pradesh,2021,4,1950.9,1955.9,1931.8,16.1,54.4,1913.6
PF000457,CROP001,Rice (Paddy),Uttar Pradesh,2021,5,1913.6,1950.9,1955.9,8.4,34.7,1798.2
PF000458,CROP001,Rice (Paddy),Uttar Pradesh,2021,6,1798.2,1913.6,1950.9,2.9,49.8,1800.9
