record_id,crop_id,crop_name,region_id,state,year,avg_temp_c,total_rainfall_mm,soil_ph,nitrogen_kg_per_ha,irrigation_type,area_hectares,actual_yield_kg_per_ha
YLD000086,CROP001,Rice (Paddy),REG009,Bihar,2020,2119.7,1341.7,7.19,295.5,Sprinkler,2.76,3899.5
YLD000087,CROP001,Rice (Paddy),REG009,Bihar,2021,2116.8,1120.8,6.81,211.6,Rainfed,4.35,3698.0
YLD000091,CROP001,Rice (Paddy),REG010,Bihar,2015,2112.4,1100.2,7.3,262.7,Rainfed,1.58,2029.8
YLD000092,CROP001,Rice (Paddy),REG010,Bihar,2016,2127.3,1155.6,6.1,212.0,Rainfed,1.25,1418.3
YLD000093,CROP001,Rice (Paddy),REG010,Bihar,2017,2115.9,1299.3,6.37,328.5,Sprinkler,1.43,4547.9
YLD000094,CROP001,Rice (Paddy),REG010,Bihar,2018,2116.8,1130.7,6.65,279.9,Sprinkler,3.04,4441.4
YLD000095,CROP001,Rice (Paddy),REG010,Bihar,2019,2123.4,673.5,7.16,366.3,Sprinkler,4.56,1756.5
YLD000096,CROP001,Rice (Paddy),REG010,Bihar,2020,2117.3,1353.5,6.62,219.8,Drip,4.53,4655.2
YLD000097,CROP001,Rice (Paddy),REG010,Bihar,2021,2111.1,1788.2,6.6,247.0,Rainfed,3.07,1169.4
YLD000101,CROP001,Rice (Paddy),REG011,West Bengal,2015,2114.5,1025.5,5.69,327.7,Flood,0.7,2935.0
YLD000102,CROP001,Rice (Paddy),REG011,West Bengal,2016,2115.1,1500.9,6.2,236.4,Drip,2.81,4060.3
YLD000103,CROP001,Rice (Paddy),REG011,West Bengal,2017,2117.5,1021.8,5.46,230.1,Flood,4.7,4236.9
YLD000104,CROP001,Rice (Paddy),REG011,West Bengal,2018,2117.4,943.8,6.01,178.3,Flood,4.86,3860.9
YLD000105,CROP001,Rice (Paddy),REG011,West Bengal,2019,2118.3,1245.9,6.82,239.1,Drip,4.48,4669.2
YLD000106,CROP001,Rice (Paddy),REG011,West Bengal,2020,2120.5,1754.5,6.71,250.5,Rainfed,1.69,1553.1
YLD000107,CROP001,Rice (Paddy),REG011,West Bengal,2021,2114.3,1255.0,7.18,241.9,Sprinkler,2.43,4356.3
YLD000111,CROP001,Rice (Paddy),REG012,West Bengal,2015,2117.6,951.2,7.81,245.6,Flood,4.49,3343.7
YLD000112,CROP001,Rice (Paddy),REG012,West Bengal,2016,2122.3,910.1,5.55,242.5,Sprinkler,3.52,2590.6
YLD000113,CROP001,Rice (Paddy),REG012,West Bengal,2017,2123.3,896.5,6.74,253.7,Sprinkler,2.18,2405.6
YLD000114,CROP001,Rice (Paddy),REG012,West Bengal,2018,2114.4,744.3,6.58,328.1,Rainfed,0.57,1955.8
YLD000115,CROP001,Rice (Paddy),REG012,West Bengal,2019,2120.0,724.5,5.99,206.6,Drip,4.44,4090.1
YLD000116,CROP001,Rice (Paddy),REG012,West Bengal,2020,2122.0,1020.9,6.45,324.3,Flood,4.41,3232.3
YLD000117,CROP001,Rice (Paddy),REG012,West Bengal,2021,2114.9,389.7,6.63,241.1,Sprinkler,4.86,2022.5
YLD000121,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2015,2118.7,714.8,7.36,269.0,Flood,0.57,2769.3
YLD000122,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2016,2122.4,1447.4,7.77,318.5,Sprinkler,4.65,3080.8
YLD000123,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2017,2123.5,1142.3,6.78,408.3,Flood,0.82,2957.9
YLD000124,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2018,2119.5,1027.8,6.94,233.7,Rainfed,1.9,2349.2
YLD000125,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2019,2117.1,1438.8,7.64,373.5,Rainfed,4.06,2946.7
YLD000126,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2020,2121.6,1214.8,6.95,226.6,Rainfed,2.49,2970.6
YLD000127,CROP001,Rice (Paddy),REG013,Madhya Pradesh,2021,2112.7,1415.9,7.21,335.5,Flood,1.76,3050.0
YLD000131,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2015,2117.7,1339.6,6.38,253.3,Drip,4.13,4059.4
YLD000132,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2016,2121.8,1435.3,7.24,328.1,Rainfed,4.1,2515.1
YLD000133,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2017,2121.3,1109.3,6.62,337.5,Sprinkler,2.02,4165.6
YLD000134,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2018,2115.1,1129.0,6.01,243.2,Drip,2.78,4131.1
YLD000135,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2019,2120.9,1255.3,7.05,310.0,Flood,0.63,4047.3
YLD000136,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2020,2116.1,1006.3,6.39,330.4,Flood,1.19,3829.4
YLD000137,CROP001,Rice (Paddy),REG014,Madhya Pradesh,2021,2117.8,1613.5,6.79,360.8,Sprinkler,3.99,3757.8
YLD000141,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2015,2116.4,818.4,6.41,309.6,Sprinkler,2.61,3645.3
YLD000142,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2016,2116.8,1666.7,6.73,260.8,Sprinkler,3.11,3333.5
YLD000143,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2017,2112.9,1506.1,6.64,305.9,Sprinkler,4.07,3006.5
YLD000144,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2018,2124.4,1633.9,5.55,255.3,Drip,2.81,2422.5
YLD000145,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2019,2117.4,1532.7,6.77,185.8,Rainfed,4.32,3642.9
YLD000146,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2020,2121.0,1327.8,6.44,376.1,Drip,0.59,3681.3
YLD000147,CROP001,Rice (Paddy),REG015,Madhya Pradesh,2021,2113.4,1066.0,6.72,288.6,Sprinkler,1.37,3081.0
YLD000151,CROP001,Rice (Paddy),REG016,Maharashtra,2015,2119.2,1144.8,6.89,357.7,Drip,4.3,4641.0
YLD000152,CROP001,Rice (Paddy),REG016,Maharashtra,2016,2117.6,581.7,7.47,281.6,Drip,1.35,3271.4
YLD000153,CROP001,Rice (Paddy),REG016,Maharashtra,2017,2104.0,922.5,6.29,230.9,Flood,1.86,1315.3
YLD000154,CROP001,Rice (Paddy),REG016,Maharashtra,2018,2115.6,1066.1,7.41,276.4,Sprinkler,1.56,4655.6
YLD000155,CROP001,Rice (Paddy),REG016,Maharashtra,2019,2117.7,1554.8,6.68,339.7,Flood,4.33,3736.4
YLD000156,CROP001,Rice (Paddy),REG016,Maharashtra,2020,2115.7,831.3,6.42,251.4,Flood,4.3,3396.0
YLD000157,CROP001,Rice (Paddy),REG016,Maharashtra,2021,2115.7,1528.4,7.03,265.2,Rainfed,2.34,2503.7
YLD000161,CROP001,Rice (Paddy),REG017,Maharashtra,2015,2115.6,1411.9,7.7,264.8,Sprinkler,4.13,3496.9
YLD000162,CROP001,Rice (Paddy),REG017,Maharashtra,2016,2114.9,756.5,7.6,298.6,Sprinkler,3.62,2806.0
YLD000163,CROP001,Rice (Paddy),REG017,Maharashtra,2017,2112.8,599.0,6.35,284.1,Rainfed,4.83,2028.7
YLD000164,CROP001,Rice (Paddy),REG017,Maharashtra,2018,2119.1,1334.2,6.05,330.4,Sprinkler,0.56,4351.8
YLD000165,CROP001,Rice (Paddy),REG017,Maharashtra,2019,2116.1,1068.8,6.88,286.7,Drip,0.81,3993.4
YLD000166,CROP001,Rice (Paddy),REG017,Maharashtra,2020,2118.2,1880.2,6.72,268.4,Drip,1.89,3618.5
YLD000167,CROP001,Rice (Paddy),REG017,Maharashtra,2021,2112.4,1540.9,5.97,257.7,Drip,4.86,3540.5
YLD000171,CROP001,Rice (Paddy),REG018,Maharashtra,2015,2114.6,1561.3,6.7,177.1,Rainfed,1.49,2486.4
YLD000172,CROP001,Rice (Paddy),REG018,Maharashtra,2016,2121.0,1294.6,6.35,131.4,Sprinkler,1.07,3620.1
YLD000173,CROP001,Rice (Paddy),REG018,Maharashtra,2017,2117.8,1297.5,6.2,246.3,Sprinkler,4.66,4628.4
YLD000174,CROP001,Rice (Paddy),REG018,Maharashtra,2018,2124.9,1295.6,6.9,387.0,Flood,1.37,2239.2
YLD000175,CROP001,Rice (Paddy),REG018,Maharashtra,2019,2115.5,1105.6,7.02,253.3,Flood,4.99,3995.3
YLD000176,CROP001,Rice (Paddy),REG018,Maharashtra,2020,2119.8,831.6,6.38,265.5,Drip,2.4,3756.5
YLD000177,CROP001,Rice (Paddy),REG018,Maharashtra,2021,2115.2,1264.4,7.47,285.7,Sprinkler,1.56,3574.6
YLD000181,CROP001,Rice (Paddy),REG019,Gujarat,2015,2113.7,486.1,7.18,260.8,Flood,2.06,1280.6
YLD000182,CROP001,Rice (Paddy),REG019,Gujarat,2016,2115.6,408.4,6.01,339.7,Rainfed,3.55,1890.2
YLD000183,CROP001,Rice (Paddy),REG019,Gujarat,2017,2118.3,1847.3,6.11,298.9,Drip,3.29,3384.9
YLD000184,CROP001,Rice (Paddy),REG019,Gujarat,2018,2117.7,1360.2,7.65,249.8,Drip,3.99,4383.3
YLD000185,CROP001,Rice (Paddy),REG019,Gujarat,2019,2113.1,1062.0,7.55,266.0,Flood,3.55,3030.8
YLD000186,CROP001,Rice (Paddy),REG019,Gujarat,2020,2107.2,1144.4,6.95,370.8,Flood,2.23,2089.1
YLD000187,CROP001,Rice (Paddy),REG019,Gujarat,2021,2114.6,1201.3,7.43,322.4,Flood,1.16,3734.3
YLD000191,CROP001,Rice (Paddy),REG020,Gujarat,2015,2114.2,1250.9,7.13,396.5,Sprinkler,0.99,3993.8
YLD000192,CROP001,Rice (Paddy),REG020,Gujarat,2016,2116.6,1190.5,7.41,337.7,Flood,3.29,4591.0
YLD000193,CROP001,Rice (Paddy),REG020,Gujarat,2017,2117.2,1446.4,6.8,278.4,Drip,3.82,4504.7
YLD000194,CROP001,Rice (Paddy),REG020,Gujarat,2018,2116.0,1365.4,7.04,413.2,Flood,4.07,3788.6
YLD000195,CROP001,Rice (Paddy),REG020,Gujarat,2019,2119.9,912.4,7.14,328.0,Rainfed,2.87,2899.3
YLD000196,CROP001,Rice (Paddy),REG020,Gujarat,2020,2121.3,1450.7,6.02,298.2,Drip,3.69,3069.6
YLD000197,CROP001,Rice (Paddy),REG020,Gujarat,2021,2113.6,1490.2,6.33,250.3,Drip,1.79,3594.0
YLD000201,CROP001,Rice (Paddy),REG021,Rajasthan,2015,2118.1,748.1,7.24,271.1,Rainfed,1.72,2546.0
YLD000202,CROP001,Rice (Paddy),REG021,Rajasthan,2016,2124.9,1491.0,7.24,250.8,Rainfed,1.41,1575.5
YLD000203,CROP001,Rice (Paddy),REG021,Rajasthan,2017,2112.6,932.1,5.84,277.1,Rainfed,3.71,1271.2
YLD000204,CROP001,Rice (Paddy),REG021,Rajasthan,2018,2121.3,1146.0,6.0,322.9,Rainfed,4.83,3074.9
YLD000205,CROP001,Rice (Paddy),REG021,Rajasthan,2019,2113.2,1122.3,7.47,321.8,Drip,4.92,3604.1
YLD000206,CROP001,Rice (Paddy),REG021,Rajasthan,2020,2120.4,1627.2,7.18,283.8,Sprinkler,1.13,3132.6
YLD000207,CROP001,Rice (Paddy),REG021,Rajasthan,2021,2116.7,1329.1,7.31,416.3,Drip,1.69,4840.7
YLD000211,CROP001,Rice (Paddy),REG022,Rajasthan,2015,2118.1,1508.6,5.81,317.0,Sprinkler,1.66,3764.2
YLD000212,CROP001,Rice (Paddy),REG022,Rajasthan,2016,2113.9,1014.9,6.97,288.2,Flood,0.86,3553.6
YLD000213,CROP001,Rice (Paddy),REG022,Rajasthan,2017,2117.6,1252.4,5.46,332.5,Rainfed,4.82,3466.1
YLD000214,CROP001,Rice (Paddy),REG022,Rajasthan,2018,2116.4,1460.3,7.08,135.5,Rainfed,0.86,3183.0
YLD000215,CROP001,Rice (Paddy),REG022,Rajasthan,2019,2119.9,978.5,6.98,213.8,Rainfed,1.19,2253.9
YLD000216,CROP001,Rice (Paddy),REG022,Rajasthan,2020,2124.5,823.9,6.39,260.5,Sprinkler,0.94,2253.5
YLD000217,CROP001,Rice (Paddy),REG022,Rajasthan,2021,2118.1,1032.3,7.49,254.0,Rainfed,4.41,3193.9
YLD000221,CROP001,Rice (Paddy),REG023,Karnataka,2015,2111.6,595.5,6.23,361.4,Sprinkler,4.47,2239.4
YLD000222,CROP001,Rice (Paddy),REG023,Karnataka,2016,2111.4,1571.5,6.23,263.8,Drip,1.48,2968.7
YLD000223,CROP001,Rice (Paddy),REG023,Karnataka,2017,2112.2,916.8,6.44,371.5,Drip,1.31,3285.7
YLD000224,CROP001,Rice (Paddy),REG023,Karnataka,2018,2118.1,1622.3,6.77,307.4,Rainfed,3.92,2921.8
YLD000225,CROP001,Rice (Paddy),REG023,Karnataka,2019,2113.6,1559.5,6.81,308.8,Sprinkler,0.97,3316.2
YLD000226,CROP001,Rice (Paddy),REG023,Karnataka,2020,2116.2,1020.5,7.54,139.1,Rainfed,2.94,3434.1
YLD000227,CROP001,Rice (Paddy),REG023,Karnataka,2021,2114.2,1774.4,6.94,344.7,Flood,2.35,2228.5
YLD000231,CROP001,Rice (Paddy),REG024,Karnataka,2015,2127.5,1560.7,5.94,349.9,Sprinkler,4.74,1288.0
YLD000232,CROP001,Rice (Paddy),REG024,Karnataka,2016,2120.8,671.4,6.34,259.2,Rainfed,2.96,1978.2
YLD000233,CROP001,Rice (Paddy),REG024,Karnataka,2017,2112.3,1164.5,6.95,304.0,Rainfed,2.48,2381.9
YLD000234,CROP001,Rice (Paddy),REG024,Karnataka,2018,2122.3,767.8,6.9,295.7,Rainfed,4.59,1464.6
YLD000235,CROP001,Rice (Paddy),REG024,Karnataka,2019,2117.7,1728.5,6.28,297.2,Flood,1.49,3761.3
YLD000236,CROP001,Rice (Paddy),REG024,Karnataka,2020,2111.6,1516.8,6.44,244.9,Rainfed,4.01,1975.6
YLD000237,CROP001,Rice (Paddy),REG024,Karnataka,2021,2121.3,1020.6,5.55,273.2,Drip,1.62,3375.5
YLD000241,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2015,2116.0,1133.3,7.32,394.6,Flood,3.54,3591.3
YLD000242,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2016,2120.9,1574.0,6.24,340.3,Rainfed,2.67,2206.3
YLD000243,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2017,2114.1,849.0,6.12,315.7,Sprinkler,3.53,3138.5
YLD000244,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2018,2122.5,1354.6,5.88,303.2,Drip,2.78,3921.0
YLD000245,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2019,2114.5,1221.9,6.52,299.8,Sprinkler,0.68,4068.3
YLD000246,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2020,2118.7,1744.8,6.33,212.5,Drip,3.86,3797.4
YLD000247,CROP001,Rice (Paddy),REG025,Andhra Pradesh,2021,2117.6,1253.4,6.43,355.3,Flood,2.26,4365.4
YLD000251,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2015,2123.2,1879.2,6.34,276.8,Sprinkler,0.58,2323.4
YLD000252,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2016,2111.9,1412.5,7.43,282.8,Rainfed,1.03,2383.0
YLD000253,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2017,2121.7,2134.6,7.47,308.1,Sprinkler,3.84,1950.2
YLD000254,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2018,2122.8,1264.1,7.48,329.5,Flood,3.98,3278.8
YLD000255,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2019,2116.7,1328.7,6.88,324.3,Flood,3.99,3741.2
YLD000256,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2020,2110.8,1656.2,7.29,207.8,Sprinkler,0.9,2245.9
YLD000257,CROP001,Rice (Paddy),REG026,Andhra Pradesh,2021,2114.9,1078.2,6.82,185.2,Flood,1.36,3305.4
YLD000261,CROP001,Rice (Paddy),REG027,Tamil Nadu,2015,2114.2,232.6,6.61,161.5,Flood,3.15,986.1
YLD000262,CROP001,Rice (Paddy),REG027,Tamil Nadu,2016,2116.7,1025.3,6.66,221.8,Sprinkler,4.91,3808.9
YLD000263,CROP001,Rice (Paddy),REG027,Tamil Nadu,2017,2119.7,1254.4,6.28,182.2,Sprinkler,3.22,4644.4
YLD000264,CROP001,Rice (Paddy),REG027,Tamil Nadu,2018,2116.6,1200.1,7.8,309.0,Sprinkler,1.06,5476.8
YLD000265,CROP001,Rice (Paddy),REG027,Tamil Nadu,2019,2110.7,1066.9,6.95,256.9,Flood,0.84,2141.3
YLD000266,CROP001,Rice (Paddy),REG027,Tamil Nadu,2020,2115.7,1357.1,6.12,294.5,Rainfed,1.0,3195.0
YLD000267,CROP001,Rice (Paddy),REG027,Tamil Nadu,2021,2113.6,1265.4,7.18,296.0,Sprinkler,1.14,3340.3
YLD000271,CROP001,Rice (Paddy),REG028,Tamil Nadu,2015,2115.3,1710.4,7.8,316.8,Rainfed,0.66,2390.6
YLD000272,CROP001,Rice (Paddy),REG028,Tamil Nadu,2016,2120.4,1084.7,6.61,248.0,Rainfed,3.1,3097.8
YLD000273,CROP001,Rice (Paddy),REG028,Tamil Nadu,2017,2118.3,1191.4,6.05,188.0,Flood,0.52,3984.8
YLD000274,CROP001,Rice (Paddy),REG028,Tamil Nadu,2018,2111.7,628.5,6.37,242.7,Sprinkler,3.84,1804.2
YLD000275,CROP001,Rice (Paddy),REG028,Tamil Nadu,2019,2117.7,914.1,6.39,227.4,Rainfed,4.3,3469.7
YLD000276,CROP001,Rice (Paddy),REG028,Tamil Nadu,2020,2120.2,1721.5,7.13,246.1,Flood,3.0,2426.6
YLD000277,CROP001,Rice (Paddy),REG028,Tamil Nadu,2021,2117.4,1713.7,7.7,259.3,Drip,3.29,4309.7
YLD000281,CROP002,Wheat,REG001,Punjab,2015,1814.6,442.6,6.81,343.1,Flood,0.58,2883.8
YLD000282,CROP002,Wheat,REG001,Punjab,2016,1811.7,467.0,6.64,170.9,Flood,2.07,3002.2
YLD000283,CROP002,Wheat,REG001,Punjab,2017,1811.2,482.3,6.36,308.2,Drip,1.17,4571.7
YLD000284,CROP002,Wheat,REG001,Punjab,2018,1810.8,400.5,6.78,228.1,Drip,1.83,4426.0
YLD000285,CROP002,Wheat,REG001,Punjab,2019,1810.5,247.3,6.56,215.0,Drip,4.56,3499.0
YLD000286,CROP002,Wheat,REG001,Punjab,2020,1810.6,405.7,6.85,259.3,Rainfed,4.9,3349.3
YLD000287,CROP002,Wheat,REG001,Punjab,2021,1810.3,574.0,6.91,290.9,Rainfed,1.0,1878.4
YLD000291,CROP002,Wheat,REG002,Punjab,2015,1816.8,516.5,7.37,261.5,Sprinkler,0.55,3479.8
YLD000292,CROP002,Wheat,REG002,Punjab,2016,1810.3,314.0,6.92,261.6,Drip,3.62,2798.7
YLD000293,CROP002,Wheat,REG002,Punjab,2017,1821.7,354.7,6.08,315.6,Flood,0.77,995.8
YLD000294,CROP002,Wheat,REG002,Punjab,2018,1811.6,133.7,7.22,223.2,Sprinkler,2.39,1831.8
YLD000295,CROP002,Wheat,REG002,Punjab,2019,1812.1,658.9,6.43,284.2,Rainfed,0.98,2128.4
YLD000296,CROP002,Wheat,REG002,Punjab,2020,1815.8,347.1,7.15,213.5,Flood,1.63,2960.8
