record_id,crop_id,crop_name,state,year,month,price_lag1_inr,price_lag2_inr,price_lag3_inr,rainfall_anomaly_mm,trade_demand_index,target_price_next_period_inr
PF000126,CROP001,Rice (Paddy),Punjab,2026,4,2155.4,2181.4,2198.8,-24.1,57.0,2197.6
PF000127,CROP001,Rice (Paddy),Punjab,2026,5,2197.6,2155.4,2181.4,-6.2,85.4,2230.1
PF000128,CROP001,Rice (Paddy),Punjab,2026,6,2230.1,2197.6,2155.4,19.5,51.9,2172.1
PF000129,CROP001,Rice (Paddy),Punjab,2026,7,2172.1,2230.1,2197.6,9.9,44.2,1960.5
PF000130,CROP001,Rice (Paddy),Punjab,2026,8,1960.5,2172.1,2230.1,14.5,30.2,2032.9
PF000131,CROP001,Rice (Paddy),Punjab,2021,4,2592.0,2179.1,2096.3,1.3,44.9,2503.0
PF000132,CROP001,Rice (Paddy),Punjab,2021,5,2503.0,2592.0,2179.1,15.7,17.7,2276.5
PF000133,CROP001,Rice (Paddy),Punjab,2021,6,2276.5,2503.0,2592.0,-0.4,47.1,2066.2
PF000134,CROP001,Rice (Paddy),Punjab,2021,7,2066.2,2276.5,2503.0,-4.0,29.0,2053.0
PF000135,CROP001,Rice (Paddy),Punjab,2021,8,2053.0,2066.2,2276.5,10.1,51.6,2093.3
PF000136,CROP001,Rice (Paddy),Punjab,2021,9,2093.3,2053.0,2066.2,-18.0,37.6,1957.0
PF000137,CROP001,Rice (Paddy),Punjab,2021,10,1957.0,2093.3,2053.0,7.0,61.9,2163.9
PF000138,CROP001,Rice (Paddy),Punjab,2021,11,2163.9,1957.0,2093.3,3.5,47.0,2095.7
PF000139,CROP001,Rice (Paddy),Punjab,2021,12,2095.7,2163.9,1957.0,28.9,39.6,2180.1
PF000140,CROP001,Rice (Paddy),Punjab,2022,1,2180.1,2095.7,2163.9,6.3,57.1,2264.0
PF000141,CROP001,Rice (Paddy),Punjab,2022,2,2264.0,2180.1,2095.7,26.0,59.0,2384.8
PF000142,CROP001,Rice (Paddy),Punjab,2022,3,2384.8,2264.0,2180.1,-30.8,46.6,2294.3
PF000143,CROP001,Rice (Paddy),Punjab,2022,4,2294.3,2384.8,2264.0,-7.1,20.0,2188.7
PF000144,CROP001,Rice (Paddy),Punjab,2022,5,2188.7,2294.3,2384.8,-16.7,61.9,2236.9
PF000145,CROP001,Rice (Paddy),Punjab,2022,6,2236.9,2188.7,2294.3,-31.0,38.9,2136.9
PF000146,CROP001,Rice (Paddy),Punjab,2022,7,2136.9,2236.9,2188.7,-3.8,51.6,2079.5
PF000147,CROP001,Rice (Paddy),Punjab,2022,8,2079.5,2136.9,2236.9,2.8,40.4,1936.2
PF000148,CROP001,Rice (Paddy),Punjab,2022,9,1936.2,2079.5,2136.9,-11.5,58.2,1988.0
PF000149,CROP001,Rice (Paddy),Punjab,2022,10,1988.0,1936.2,2079.5,8.2,48.1,2023.9
PF000150,CROP001,Rice (Paddy),Punjab,2022,11,2023.9,1988.0,1936.2,14.9,58.8,2204.2
PF000151,CROP001,Rice (Paddy),Punjab,2022,12,2204.2,2023.9,1988.0,23.8,44.4,2300.1
PF000152,CROP001,Rice (Paddy),Punjab,2023,1,2300.1,2204.2,2023.9,0.6,37.9,2261.9
PF000153,CROP001,Rice (Paddy),Punjab,2023,2,2261.9,2300.1,2204.2,-18.9,62.2,2339.2
PF000154,CROP001,Rice (Paddy),Punjab,2023,3,2339.2,2261.9,2300.1,-10.9,30.1,2492.9
PF000155,CROP001,Rice (Paddy),Punjab,2023,4,2492.9,2339.2,2261.9,-4.7,65.1,2274.3
PF000156,CROP001,Rice (Paddy),Punjab,2023,5,2274.3,2492.9,2339.2,16.0,52.1,2346.0
PF000157,CROP001,Rice (Paddy),Punjab,2023,6,2346.0,2274.3,2492.9,-21.1,45.6,2118.6
PF000158,CROP001,Rice (Paddy),Punjab,2023,7,2118.6,2346.0,2274.3,-6.2,59.3,2016.2
PF000159,CROP001,Rice (Paddy),Punjab,2023,8,2016.2,2118.6,2346.0,1.5,60.4,1973.1
PF000160,CROP001,Rice (Paddy),Punjab,2023,9,1973.1,2016.2,2118.6,10.2,54.4,2050.5
PF000161,CROP001,Rice (Paddy),Punjab,2023,10,2050.5,1973.1,2016.2,-14.4,62.1,2014.3
PF000162,CROP001,Rice (Paddy),Punjab,2023,11,2014.3,2050.5,1973.1,-5.9,29.3,2105.8
PF000163,CROP001,Rice (Paddy),Punjab,2023,12,2105.8,2014.3,2050.5,-3.7,62.2,2303.9
PF000164,CROP001,Rice (Paddy),Punjab,2024,1,2303.9,2105.8,2014.3,-10.1,56.6,2381.1
PF000165,CROP001,Rice (Paddy),Punjab,2024,2,2381.1,2303.9,2105.8,-44.1,49.3,2243.7
PF000166,CROP001,Rice (Paddy),Punjab,2024,3,2243.7,2381.1,2303.9,-22.6,59.4,2447.1
PF000167,CROP001,Rice (Paddy),Punjab,2024,4,2447.1,2243.7,2381.1,-1.8,66.3,2301.2
PF000168,CROP001,Rice (Paddy),Punjab,2024,5,2301.2,2447.1,2243.7,13.9,56.8,2233.1
PF000169,CROP001,Rice (Paddy),Punjab,2024,6,2233.1,2301.2,2447.1,6.9,69.0,2322.8
PF000170,CROP001,Rice (Paddy),Punjab,2024,7,2322.8,2233.1,2301.2,9.9,51.4,2062.7
PF000171,CROP001,Rice (Paddy),Punjab,2024,8,2062.7,2322.8,2233.1,-4.5,33.4,1967.6
PF000172,CROP001,Rice (Paddy),Punjab,2024,9,1967.6,2062.7,2322.8,6.0,47.2,2157.0
PF000173,CROP001,Rice (Paddy),Punjab,2024,10,2157.0,1967.6,2062.7,-2.0,50.6,2091.7
PF000174,CROP001,Rice (Paddy),Punjab,2024,11,2091.7,2157.0,1967.6,-17.0,56.1,2151.3
PF000175,CROP001,Rice (Paddy),Punjab,2024,12,2151.3,2091.7,2157.0,15.6,36.0,2288.3
PF000176,CROP001,Rice (Paddy),Punjab,2025,1,2288.3,2151.3,2091.7,9.3,50.9,2408.1
PF000177,CROP001,Rice (Paddy),Punjab,2025,2,2408.1,2288.3,2151.3,2.5,56.5,2633.5
PF000178,CROP001,Rice (Paddy),Punjab,2025,3,2633.5,2408.1,2288.3,-8.7,52.9,2590.0
PF000179,CROP001,Rice (Paddy),Punjab,2025,4,2590.0,2633.5,2408.1,4.7,48.0,2504.7
PF000180,CROP001,Rice (Paddy),Punjab,2025,5,2504.7,2590.0,2633.5,-15.9,47.0,2379.0
PF000181,CROP001,Rice (Paddy),Punjab,2025,6,2379.0,2504.7,2590.0,21.7,48.1,2304.9
PF000182,CROP001,Rice (Paddy),Punjab,2025,7,2304.9,2379.0,2504.7,-6.2,64.5,1986.1
PF000183,CROP001,Rice (Paddy),Punjab,2025,8,1986.1,2304.9,2379.0,14.9,35.1,1961.3
PF000184,CROP001,Rice (Paddy),Punjab,2025,9,1961.3,1986.1,2304.9,-16.3,48.8,2118.0
PF000185,CROP001,Rice (Paddy),Punjab,2025,10,2118.0,1961.3,1986.1,-37.9,37.2,2107.1
PF000186,CROP001,Rice (Paddy),Punjab,2025,11,2107.1,2118.0,1961.3,-5.4,79.5,2178.4
PF000187,CROP001,Rice (Paddy),Punjab,2025,12,2178.4,2107.1,2118.0,-8.0,62.0,2308.7
PF000188,CROP001,Rice (Paddy),Punjab,2026,1,2308.7,2178.4,2107.1,-14.9,58.1,2264.5
PF000189,CROP001,Rice (Paddy),Punjab,2026,2,2264.5,2308.7,2178.4,-15.5,63.5,2491.9
PF000190,CROP001,Rice (Paddy),Punjab,2026,3,2491.9,2264.5,2308.7,-14.9,35.0,2626.4
PF000191,CROP001,Rice (Paddy),Punjab,2026,4,2626.4,2491.9,2264.5,-10.1,47.3,2481.6
PF000192,CROP001,Rice (Paddy),Punjab,2026,5,2481.6,2626.4,2491.9,-4.8,41.8,2403.1
PF000193,CROP001,Rice (Paddy),Punjab,2026,6,2403.1,2481.6,2626.4,6.2,34.9,2166.8
PF000194,CROP001,Rice (Paddy),Punjab,2026,7,2166.8,2403.1,2481.6,0.7,59.2,2162.5
PF000195,CROP001,Rice (Paddy),Punjab,2026,8,2162.5,2166.8,2403.1,-1.7,69.2,2069.7
PF000196,CROP001,Rice (Paddy),Haryana,2021,4,1977.8,1884.0,1756.4,-2.5,66.4,1816.0
PF000197,CROP001,Rice (Paddy),Haryana,2021,5,1816.0,1977.8,1884.0,2.6,29.6,1719.2
PF000198,CROP001,Rice (Paddy),Haryana,2021,6,1719.2,1816.0,1977.8,-24.8,34.2,1675.7
PF000199,CROP001,Rice (Paddy),Haryana,2021,7,1675.7,1719.2,1816.0,25.2,34.3,1612.6
PF000200,CROP001,Rice (Paddy),Haryana,2021,8,1612.6,1675.7,1719.2,10.6,27.9,1498.4
PF000201,CROP001,Rice (Paddy),Haryana,2021,9,1498.4,1612.6,1675.7,9.3,59.0,1440.6
PF000202,CROP001,Rice (Paddy),Haryana,2021,10,1440.6,1498.4,1612.6,-30.3,50.3,1511.1
PF000203,CROP001,Rice (Paddy),Haryana,2021,11,1511.1,1440.6,1498.4,-7.4,35.0,1549.0
PF000204,CROP001,Rice (Paddy),Haryana,2021,12,1549.0,1511.1,1440.6,-7.2,32.8,1732.2
PF000205,CROP001,Rice (Paddy),Haryana,2022,1,1732.2,1549.0,1511.1,-5.5,61.3,1747.2
PF000206,CROP001,Rice (Paddy),Haryana,2022,2,1747.2,1732.2,1549.0,-27.7,48.5,1809.5
PF000207,CROP001,Rice (Paddy),Haryana,2022,3,1809.5,1747.2,1732.2,20.1,64.6,1841.3
PF000208,CROP001,Rice (Paddy),Haryana,2022,4,1841.3,1809.5,1747.2,16.3,69.7,1857.7
PF000209,CROP001,Rice (Paddy),Haryana,2022,5,1857.7,1841.3,1809.5,27.4,48.8,1879.0
PF000210,CROP001,Rice (Paddy),Haryana,2022,6,1879.0,1857.7,1841.3,29.5,53.3,1725.5
PF000211,CROP001,Rice (Paddy),Haryana,2022,7,1725.5,1879.0,1857.7,1.3,34.5,1533.9
PF000212,CROP001,Rice (Paddy),Haryana,2022,8,1533.9,1725.5,1879.0,26.0,42.0,1615.8
PF000213,CROP001,Rice (Paddy),Haryana,2022,9,1615.8,1533.9,1725.5,-12.3,57.4,1643.5
PF000214,CROP001,Rice (Paddy),Haryana,2022,10,1643.5,1615.8,1533.9,-5.5,57.7,1571.4
PF000215,CROP001,Rice (Paddy),Haryana,2022,11,1571.4,1643.5,1615.8,18.1,47.9,1655.8
PF000216,CROP001,Rice (Paddy),Haryana,2022,12,1655.8,1571.4,1643.5,3.5,51.4,1677.6
PF000217,CROP001,Rice (Paddy),Haryana,2023,1,1677.6,1655.8,1571.4,35.4,36.2,1962.3
PF000218,CROP001,Rice (Paddy),Haryana,2023,2,1962.3,1677.6,1655.8,5.6,22.4,1880.4
PF000219,CROP001,Rice (Paddy),Haryana,2023,3,1880.4,1962.3,1677.6,-15.5,50.2,1878.7
PF000220,CROP001,Rice (Paddy),Haryana,2023,4,1878.7,1880.4,1962.3,11.5,46.2,1867.2
PF000221,CROP001,Rice (Paddy),Haryana,2023,5,1867.2,1878.7,1880.4,15.1,41.4,1841.0
PF000222,CROP001,Rice (Paddy),Haryana,2023,6,1841.0,1867.2,1878.7,8.7,54.8,1748.0
PF000223,CROP001,Rice (Paddy),Haryana,2023,7,1748.0,1841.0,1867.2,7.3,57.4,1619.6
PF000224,CROP001,Rice (Paddy),Haryana,2023,8,1619.6,1748.0,1841.0,4.8,52.8,1617.4
PF000225,CROP001,Rice (Paddy),Haryana,2023,9,1617.4,1619.6,1748.0,-12.0,43.0,1522.3
PF000226,CROP001,Rice (Paddy),Haryana,2023,10,1522.3,1617.4,1619.6,5.9,43.6,1644.6
PF000227,CROP001,Rice (Paddy),Haryana,2023,11,1644.6,1522.3,1617.4,13.3,65.3,1598.8
PF000228,CROP001,Rice (Paddy),Haryana,2023,12,1598.8,1644.6,1522.3,21.3,62.7,1742.1
PF000229,CROP001,Rice (Paddy),Haryana,2024,1,1742.1,1598.8,1644.6,-7.5,58.2,1841.3
PF000230,CROP001,Rice (Paddy),Haryana,2024,2,1841.3,1742.1,1598.8,-14.3,43.2,1968.2
PF000231,CROP001,Rice (Paddy),Haryana,2024,3,1968.2,1841.3,1742.1,-30.3,55.1,1851.5
PF000232,CROP001,Rice (Paddy),Haryana,2024,4,1851.5,1968.2,1841.3,2.5,62.1,1874.7
PF000233,CROP001,Rice (Paddy),Haryana,2024,5,1874.7,1851.5,1968.2,17.8,33.5,1891.0
PF000234,CROP001,Rice (Paddy),Haryana,2024,6,1891.0,1874.7,1851.5,3.4,43.4,1705.0
PF000235,CROP001,Rice (Paddy),Haryana,2024,7,1705.0,1891.0,1874.7,-16.7,49.8,1599.5
PF000236,CROP001,Rice (Paddy),Haryana,2024,8,1599.5,1705.0,1891.0,11.7,37.5,1561.0
PF000237,CROP001,Rice (Paddy),Haryana,2024,9,1561.0,1599.5,1705.0,11.9,42.0,1517.6
PF000238,CROP001,Rice (Paddy),Haryana,2024,10,1517.6,1561.0,1599.5,-5.0,44.8,1489.4
PF000239,CROP001,Rice (Paddy),Haryana,2024,11,1489.4,1517.6,1561.0,-2.7,50.4,1728.4
PF000240,CROP001,Rice (Paddy),Haryana,2024,12,1728.4,1489.4,1517.6,-8.0,44.6,1642.1
