price_id,crop_id,crop_name,state,district,mandi_name,date,min_price_per_unit_inr,max_price_per_unit_inr,modal_price_per_unit_inr,unit,arrivals_tonnes,source
MP000018,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-06-15,4157.0,4879.0,4518.0,Quintal,80.0,Agmarknet / e-NAM (synthetic)
MP000019,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-07-15,4189.0,4917.0,4553.0,Quintal,107.2,Agmarknet / e-NAM (synthetic)
MP000020,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-08-15,3939.0,4623.0,4281.0,Quintal,174.4,Agmarknet / e-NAM (synthetic)
MP000021,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-09-15,3929.0,4613.0,4271.0,Quintal,247.4,Agmarknet / e-NAM (synthetic)
MP000022,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-10-15,3951.0,4639.0,4295.0,Quintal,36.0,Agmarknet / e-NAM (synthetic)
MP000023,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-11-15,3900.0,4578.0,4239.0,Quintal,45.4,Agmarknet / e-NAM (synthetic)
MP000024,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2025-12-15,4423.0,5193.0,4808.0,Quintal,64.8,Agmarknet / e-NAM (synthetic)
MP000025,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-01-15,4559.0,5351.0,4955.0,Quintal,141.1,Agmarknet / e-NAM (synthetic)
MP000026,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-02-15,4935.0,5793.0,5364.0,Quintal,239.1,Agmarknet / e-NAM (synthetic)
MP000027,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-03-15,4505.0,5289.0,4897.0,Quintal,101.0,Agmarknet / e-NAM (synthetic)
MP000028,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-04-15,5214.0,6120.0,5667.0,Quintal,165.6,Agmarknet / e-NAM (synthetic)
MP000029,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-05-15,4914.0,5768.0,5341.0,Quintal,142.3,Agmarknet / e-NAM (synthetic)
MP000030,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-06-15,4520.0,5306.0,4913.0,Quintal,184.3,Agmarknet / e-NAM (synthetic)
MP000031,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-07-15,4057.0,4763.0,4410.0,Quintal,127.4,Agmarknet / e-NAM (synthetic)
MP000032,CROP001,Rice (Paddy),Punjab,Amritsar,Amritsar Mandi,2026-08-15,4069.0,4777.0,4423.0,Quintal,153.4,Agmarknet / e-NAM (synthetic)
MP000033,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-01-15,4390.0,5154.0,4772.0,Quintal,124.6,Agmarknet / e-NAM (synthetic)
MP000034,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-02-15,4292.0,5038.0,4665.0,Quintal,52.0,Agmarknet / e-NAM (synthetic)
MP000035,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-03-15,4916.0,5770.0,5343.0,Quintal,46.7,Agmarknet / e-NAM (synthetic)
MP000036,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-04-15,4779.0,5611.0,5195.0,Quintal,186.7,Agmarknet / e-NAM (synthetic)
MP000037,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-05-15,4288.0,5034.0,4661.0,Quintal,181.3,Agmarknet / e-NAM (synthetic)
MP000038,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-06-15,4154.0,4876.0,4515.0,Quintal,183.6,Agmarknet / e-NAM (synthetic)
MP000039,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-07-15,3868.0,4540.0,4204.0,Quintal,160.5,Agmarknet / e-NAM (synthetic)
MP000040,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-08-15,3752.0,4404.0,4078.0,Quintal,126.3,Agmarknet / e-NAM (synthetic)
MP000041,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-09-15,3603.0,4229.0,3916.0,Quintal,153.1,Agmarknet / e-NAM (synthetic)
MP000042,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-10-15,3696.0,4338.0,4017.0,Quintal,332.3,Agmarknet / e-NAM (synthetic)
MP000043,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-11-15,4322.0,5074.0,4698.0,Quintal,73.5,Agmarknet / e-NAM (synthetic)
MP000044,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2024-12-15,4390.0,5154.0,4772.0,Quintal,108.9,Agmarknet / e-NAM (synthetic)
MP000045,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-01-15,4564.0,5358.0,4961.0,Quintal,115.5,Agmarknet / e-NAM (synthetic)
MP000046,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-02-15,4696.0,5512.0,5104.0,Quintal,25.8,Agmarknet / e-NAM (synthetic)
MP000047,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-03-15,4955.0,5817.0,5386.0,Quintal,87.5,Agmarknet / e-NAM (synthetic)
MP000048,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-04-15,4572.0,5368.0,4970.0,Quintal,325.6,Agmarknet / e-NAM (synthetic)
MP000049,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-05-15,4580.0,5376.0,4978.0,Quintal,142.5,Agmarknet / e-NAM (synthetic)
MP000050,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-06-15,4478.0,5256.0,4867.0,Quintal,307.9,Agmarknet / e-NAM (synthetic)
MP000051,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-07-15,4533.0,5321.0,4927.0,Quintal,177.9,Agmarknet / e-NAM (synthetic)
MP000052,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-08-15,4150.0,4872.0,4511.0,Quintal,128.9,Agmarknet / e-NAM (synthetic)
MP000053,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-09-15,3563.0,4183.0,3873.0,Quintal,115.3,Agmarknet / e-NAM (synthetic)
MP000054,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-10-15,3758.0,4412.0,4085.0,Quintal,50.0,Agmarknet / e-NAM (synthetic)
MP000055,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-11-15,4002.0,4698.0,4350.0,Quintal,128.0,Agmarknet / e-NAM (synthetic)
MP000056,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2025-12-15,4622.0,5426.0,5024.0,Quintal,93.0,Agmarknet / e-NAM (synthetic)
MP000057,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-01-15,4516.0,5302.0,4909.0,Quintal,177.0,Agmarknet / e-NAM (synthetic)
MP000058,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-02-15,4805.0,5641.0,5223.0,Quintal,159.0,Agmarknet / e-NAM (synthetic)
MP000059,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-03-15,5413.0,6355.0,5884.0,Quintal,110.8,Agmarknet / e-NAM (synthetic)
MP000060,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-04-15,5112.0,6000.0,5556.0,Quintal,86.6,Agmarknet / e-NAM (synthetic)
MP000061,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-05-15,4974.0,5840.0,5407.0,Quintal,134.9,Agmarknet / e-NAM (synthetic)
MP000062,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-06-15,4351.0,5107.0,4729.0,Quintal,56.1,Agmarknet / e-NAM (synthetic)
MP000063,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-07-15,4267.0,5009.0,4638.0,Quintal,128.8,Agmarknet / e-NAM (synthetic)
MP000064,CROP001,Rice (Paddy),Andhra Pradesh,Guntur,Guntur Mandi,2026-08-15,4139.0,4859.0,4499.0,Quintal,119.8,Agmarknet / e-NAM (synthetic)
MP000065,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-01-15,4589.0,5387.0,4988.0,Quintal,115.0,Agmarknet / e-NAM (synthetic)
MP000066,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-02-15,4556.0,5348.0,4952.0,Quintal,76.0,Agmarknet / e-NAM (synthetic)
MP000067,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-03-15,4404.0,5170.0,4787.0,Quintal,86.6,Agmarknet / e-NAM (synthetic)
MP000068,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-04-15,4206.0,4938.0,4572.0,Quintal,121.8,Agmarknet / e-NAM (synthetic)
MP000069,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-05-15,4522.0,5308.0,4915.0,Quintal,68.4,Agmarknet / e-NAM (synthetic)
MP000070,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-06-15,4085.0,4795.0,4440.0,Quintal,50.5,Agmarknet / e-NAM (synthetic)
MP000071,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-07-15,4035.0,4737.0,4386.0,Quintal,99.9,Agmarknet / e-NAM (synthetic)
MP000072,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-08-15,3719.0,4365.0,4042.0,Quintal,75.8,Agmarknet / e-NAM (synthetic)
MP000073,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-09-15,3853.0,4523.0,4188.0,Quintal,223.2,Agmarknet / e-NAM (synthetic)
MP000074,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-10-15,3743.0,4395.0,4069.0,Quintal,53.5,Agmarknet / e-NAM (synthetic)
MP000075,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-11-15,4083.0,4793.0,4438.0,Quintal,133.2,Agmarknet / e-NAM (synthetic)
MP000076,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2024-12-15,4302.0,5050.0,4676.0,Quintal,54.7,Agmarknet / e-NAM (synthetic)
MP000077,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-01-15,4377.0,5139.0,4758.0,Quintal,54.2,Agmarknet / e-NAM (synthetic)
MP000078,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-02-15,4729.0,5551.0,5140.0,Quintal,127.2,Agmarknet / e-NAM (synthetic)
MP000079,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-03-15,4124.0,4842.0,4483.0,Quintal,242.7,Agmarknet / e-NAM (synthetic)
MP000080,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-04-15,5071.0,5953.0,5512.0,Quintal,69.1,Agmarknet / e-NAM (synthetic)
MP000081,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-05-15,4794.0,5628.0,5211.0,Quintal,353.3,Agmarknet / e-NAM (synthetic)
MP000082,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-06-15,4721.0,5543.0,5132.0,Quintal,99.1,Agmarknet / e-NAM (synthetic)
MP000083,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-07-15,4368.0,5128.0,4748.0,Quintal,54.6,Agmarknet / e-NAM (synthetic)
MP000084,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-08-15,4243.0,4981.0,4612.0,Quintal,89.8,Agmarknet / e-NAM (synthetic)
MP000085,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-09-15,3826.0,4492.0,4159.0,Quintal,138.0,Agmarknet / e-NAM (synthetic)
MP000086,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-10-15,3979.0,4671.0,4325.0,Quintal,239.5,Agmarknet / e-NAM (synthetic)
MP000087,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-11-15,4130.0,4848.0,4489.0,Quintal,77.0,Agmarknet / e-NAM (synthetic)
MP000088,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2025-12-15,4626.0,5430.0,5028.0,Quintal,133.6,Agmarknet / e-NAM (synthetic)
MP000089,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-01-15,4907.0,5761.0,5334.0,Quintal,53.9,Agmarknet / e-NAM (synthetic)
MP000090,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-02-15,5271.0,6187.0,5729.0,Quintal,22.5,Agmarknet / e-NAM (synthetic)
MP000091,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-03-15,4814.0,5652.0,5233.0,Quintal,97.7,Agmarknet / e-NAM (synthetic)
MP000092,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-04-15,4977.0,5843.0,5410.0,Quintal,184.8,Agmarknet / e-NAM (synthetic)
MP000093,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-05-15,5168.0,6066.0,5617.0,Quintal,59.6,Agmarknet / e-NAM (synthetic)
MP000094,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-06-15,4790.0,5622.0,5206.0,Quintal,48.6,Agmarknet / e-NAM (synthetic)
MP000095,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-07-15,4206.0,4938.0,4572.0,Quintal,93.8,Agmarknet / e-NAM (synthetic)
MP000096,CROP001,Rice (Paddy),Maharashtra,Pune,Pune Mandi,2026-08-15,4259.0,4999.0,4629.0,Quintal,29.2,Agmarknet / e-NAM (synthetic)
MP000097,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-01-15,4152.0,4874.0,4513.0,Quintal,47.9,Agmarknet / e-NAM (synthetic)
MP000098,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-02-15,4364.0,5122.0,4743.0,Quintal,228.1,Agmarknet / e-NAM (synthetic)
MP000099,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-03-15,5009.0,5881.0,5445.0,Quintal,39.6,Agmarknet / e-NAM (synthetic)
MP000100,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-04-15,4235.0,4971.0,4603.0,Quintal,118.4,Agmarknet / e-NAM (synthetic)
MP000101,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-05-15,4192.0,4920.0,4556.0,Quintal,166.6,Agmarknet / e-NAM (synthetic)
MP000102,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-06-15,3950.0,4638.0,4294.0,Quintal,159.3,Agmarknet / e-NAM (synthetic)
MP000103,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-07-15,3973.0,4663.0,4318.0,Quintal,150.7,Agmarknet / e-NAM (synthetic)
MP000104,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-08-15,3666.0,4304.0,3985.0,Quintal,200.7,Agmarknet / e-NAM (synthetic)
MP000105,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-09-15,3577.0,4199.0,3888.0,Quintal,6.1,Agmarknet / e-NAM (synthetic)
MP000106,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-10-15,3991.0,4685.0,4338.0,Quintal,102.4,Agmarknet / e-NAM (synthetic)
MP000107,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-11-15,3660.0,4296.0,3978.0,Quintal,105.3,Agmarknet / e-NAM (synthetic)
MP000108,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2024-12-15,4315.0,5065.0,4690.0,Quintal,60.5,Agmarknet / e-NAM (synthetic)
MP000109,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-01-15,4485.0,5265.0,4875.0,Quintal,29.3,Agmarknet / e-NAM (synthetic)
MP000110,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-02-15,4597.0,5397.0,4997.0,Quintal,317.0,Agmarknet / e-NAM (synthetic)
MP000111,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-03-15,5038.0,5914.0,5476.0,Quintal,135.7,Agmarknet / e-NAM (synthetic)
MP000112,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-04-15,4972.0,5836.0,5404.0,Quintal,59.5,Agmarknet / e-NAM (synthetic)
MP000113,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-05-15,4663.0,5473.0,5068.0,Quintal,92.8,Agmarknet / e-NAM (synthetic)
MP000114,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-06-15,4248.0,4986.0,4617.0,Quintal,46.3,Agmarknet / e-NAM (synthetic)
MP000115,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-07-15,3921.0,4603.0,4262.0,Quintal,179.3,Agmarknet / e-NAM (synthetic)
MP000116,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-08-15,3902.0,4580.0,4241.0,Quintal,87.0,Agmarknet / e-NAM (synthetic)
MP000117,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-09-15,3632.0,4264.0,3948.0,Quintal,73.9,Agmarknet / e-NAM (synthetic)
MP000118,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-10-15,3744.0,4396.0,4070.0,Quintal,64.0,Agmarknet / e-NAM (synthetic)
MP000119,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-11-15,4031.0,4733.0,4382.0,Quintal,92.0,Agmarknet / e-NAM (synthetic)
MP000120,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2025-12-15,4288.0,5034.0,4661.0,Quintal,61.5,Agmarknet / e-NAM (synthetic)
MP000121,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-01-15,5084.0,5968.0,5526.0,Quintal,68.0,Agmarknet / e-NAM (synthetic)
MP000122,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-02-15,4926.0,5782.0,5354.0,Quintal,116.8,Agmarknet / e-NAM (synthetic)
MP000123,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-03-15,5274.0,6192.0,5733.0,Quintal,175.6,Agmarknet / e-NAM (synthetic)
MP000124,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-04-15,4755.0,5581.0,5168.0,Quintal,128.6,Agmarknet / e-NAM (synthetic)
MP000125,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-05-15,4802.0,5638.0,5220.0,Quintal,86.7,Agmarknet / e-NAM (synthetic)
MP000126,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-06-15,4370.0,5130.0,4750.0,Quintal,58.2,Agmarknet / e-NAM (synthetic)
MP000127,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-07-15,4067.0,4775.0,4421.0,Quintal,82.1,Agmarknet / e-NAM (synthetic)
MP000128,CROP001,Rice (Paddy),Madhya Pradesh,Indore,Indore Mandi,2026-08-15,4198.0,4928.0,4563.0,Quintal,148.7,Agmarknet / e-NAM (synthetic)
MP000129,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-01-15,2644.0,3104.0,2874.0,Quintal,125.4,Agmarknet / e-NAM (synthetic)
MP000130,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-02-15,2781.0,3265.0,3023.0,Quintal,86.8,Agmarknet / e-NAM (synthetic)
MP000131,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-03-15,2509.0,2945.0,2727.0,Quintal,132.6,Agmarknet / e-NAM (synthetic)
MP000132,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-04-15,2682.0,3148.0,2915.0,Quintal,197.0,Agmarknet / e-NAM (synthetic)
MP000133,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-05-15,2568.0,3014.0,2791.0,Quintal,20.4,Agmarknet / e-NAM (synthetic)
MP000134,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-06-15,2386.0,2802.0,2594.0,Quintal,89.3,Agmarknet / e-NAM (synthetic)
MP000135,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-07-15,2347.0,2755.0,2551.0,Quintal,141.6,Agmarknet / e-NAM (synthetic)
MP000136,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-08-15,2236.0,2624.0,2430.0,Quintal,35.9,Agmarknet / e-NAM (synthetic)
MP000137,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-09-15,2385.0,2799.0,2592.0,Quintal,22.3,Agmarknet / e-NAM (synthetic)
MP000138,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-10-15,2513.0,2949.0,2731.0,Quintal,15.3,Agmarknet / e-NAM (synthetic)
MP000139,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-11-15,2511.0,2947.0,2729.0,Quintal,104.3,Agmarknet / e-NAM (synthetic)
MP000140,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2024-12-15,2571.0,3019.0,2795.0,Quintal,154.6,Agmarknet / e-NAM (synthetic)
MP000141,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-01-15,2800.0,3286.0,3043.0,Quintal,61.5,Agmarknet / e-NAM (synthetic)
MP000142,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-02-15,3254.0,3820.0,3537.0,Quintal,159.8,Agmarknet / e-NAM (synthetic)
MP000143,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-03-15,3075.0,3609.0,3342.0,Quintal,360.5,Agmarknet / e-NAM (synthetic)
MP000144,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-04-15,2795.0,3281.0,3038.0,Quintal,43.1,Agmarknet / e-NAM (synthetic)
MP000145,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-05-15,2864.0,3362.0,3113.0,Quintal,117.7,Agmarknet / e-NAM (synthetic)
MP000146,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-06-15,2624.0,3080.0,2852.0,Quintal,154.2,Agmarknet / e-NAM (synthetic)
MP000147,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-07-15,2494.0,2928.0,2711.0,Quintal,85.6,Agmarknet / e-NAM (synthetic)
MP000148,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-08-15,2164.0,2540.0,2352.0,Quintal,47.3,Agmarknet / e-NAM (synthetic)
MP000149,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-09-15,2409.0,2827.0,2618.0,Quintal,93.4,Agmarknet / e-NAM (synthetic)
MP000150,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-10-15,2225.0,2613.0,2419.0,Quintal,168.2,Agmarknet / e-NAM (synthetic)
MP000151,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-11-15,2655.0,3117.0,2886.0,Quintal,118.4,Agmarknet / e-NAM (synthetic)
MP000152,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2025-12-15,2614.0,3068.0,2841.0,Quintal,44.9,Agmarknet / e-NAM (synthetic)
MP000153,CROP002,Wheat,Rajasthan,Jaipur,Jaipur Mandi,2026-01-15,3032.0,3560.0,3296.0,Quintal,240.8,Agmarknet / e-NAM (synthetic)
